name,rating,review_count,image_url,page_link,description,duration,area,state,city_region
Palo Duro Canyon State Park,4.6,"2,423",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/89/74/1a/palo-duro-canyon-state.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g55580-d109507-Reviews-Palo_Duro_Canyon_State_Park-Canyon_Texas.html,"About Travellers' Choice 2025 A dramatic 60-mile long and 800-foot deep canyon noted for its excellent hiking, birding, fishing and mountain biking.  5 of 5 bubbles Sept 2025 Camping gem My brothers and I stayed at Palo Duro Canyon in their glamping tents (Tent A). By Eric W  5 of 5 bubbles Aug 2025 Fun, exciting State Park. Great for a day trip or longer! Then stopped at the visitor center , which was very informative and enjoyable. By Teri  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. About Travellers' Choice 2025 A dramatic 60-mile long and 800-foot deep canyon noted for its excellent hiking, birding, fishing and mountain biking.  5 of 5 bubbles Sept 2025 Camping gem My brothers and I stayed at Palo Duro Canyon in their glamping tents (Tent A). By Eric W  5 of 5 bubbles Aug 2025 Fun, exciting State Park. Great for a day trip or longer! Then stopped at the visitor center , which was very informative and enjoyable. By Teri  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Tours & experiences Explore different ways to experience this place. See options",6h,"11450 Park Road 5, Canyon, TX 79015-8747",Texas,Canyon
Cincinnati Zoo & Botanical Garden,4.6,"4,043",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/4c/25/c1/fiona-and-her-mom-bibi.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g60993-d105691-Reviews-Cincinnati_Zoo_Botanical_Garden-Cincinnati_Ohio.html,"About Travellers' Choice 2025 This second oldest zoo in the U.S., considered one of the best in the country, is most renowned for its endangered species and birthing programs, particularly for gorillas and white tigers, and has a wonderful collection of felines and a delightful manatees exhibit.  Duration: More than 3 hours Meets animal welfare guidelines 5 of 5 bubbles Jun 2025 Day at the zoo There were many animals to view especially enjoyed the cheetah run and the cheetah cubs.gorillas By Ronald K  5 of 5 bubbles Jul 2024 Great experience. We enjoyed the bird show a lot and it gave us a chance to rest on a hot summer day. By Sanz  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 10:00 AM - 5:00 PM Wednesday 10:00 AM - 5:00 PM Thursday 10:00 AM - 5:00 PM Friday 10:00 AM - 5:00 PM Saturday 10:00 AM - 5:00 PM Sunday 10:00 AM - 5:00 PM Monday 10:00 AM - 5:00 PM Tuesday 10:00 AM - 5:00 PM Suggest edits to improve what we show. Improve this listing About Travellers' Choice 2025 This second oldest zoo in the U.S., considered one of the best in the country, is most renowned for its endangered species and birthing programs, particularly for gorillas and white tigers, and has a wonderful collection of felines and a delightful manatees exhibit.  Duration: More than 3 hours Meets animal welfare guidelines 5 of 5 bubbles Jun 2025 Day at the zoo There were many animals to view especially enjoyed the cheetah run and the cheetah cubs.gorillas By Ronald K  5 of 5 bubbles Jul 2024 Great experience. We enjoyed the bird show a lot and it gave us a chance to rest on a hot summer day. By Sanz  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Hours Closed now Wednesday 10:00 AM - 5:00 PM",More than 3 hours,"3400 Vine Street, Cincinnati, OH 45220-1333",Ohio,Cincinnati
Fort Sumter National Monument,4.5,"5,941",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/ae/14/b2/photo3jpg.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g54171-d104632-Reviews-Fort_Sumter_National_Monument-Charleston_South_Carolina.html,"About Travellers' Choice 2025 Learn all about this storied spot of the first clash between the Union and Confederate armies in the Civil War, in which the Union forces finally surrendered after a 34-hour bombardment by the Rebels.  Duration: 1-2 hours 5 of 5 bubbles Aug 2025 Where the Civil War began ... preserved ruins, explore the crumbing walls, admire Civil War era artifacts and listen to a park ranger tell an e... By Taylor B  5 of 5 bubbles Aug 2025 Educational opportunity to learn more about the start of the Civil War ... us - and being the first group of the day also meant our group was able to participate in the flag raising ceremony . By aebmccullick  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 9:00 AM - 4:30 PM Wednesday 9:00 AM - 4:30 PM Thursday 9:00 AM - 4:30 PM Friday 9:00 AM - 4:30 PM Saturday 9:00 AM - 4:30 PM Sunday 9:00 AM - 4:30 PM Monday 9:00 AM - 4:30 PM Tuesday 9:00 AM - 4:30 PM Suggest edits to improve what we show. About Travellers' Choice 2025 Learn all about this storied spot of the first clash between the Union and Confederate armies in the Civil War, in which the Union forces finally surrendered after a 34-hour bombardment by the Rebels.  Duration: 1-2 hours 5 of 5 bubbles Aug 2025 Where the Civil War began ... preserved ruins, explore the crumbing walls, admire Civil War era artifacts and listen to a park ranger tell an e... By Taylor B  5 of 5 bubbles Aug 2025 Educational opportunity to learn more about the start of the Civil War ... us - and being the first group of the day also meant our group was able to participate in the flag raising ceremony . By aebmccullick  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Tours & experiences Explore different ways to experience this place. See options Hours Closed now Wednesday 9:00 AM - 4:30 PM",1-2 hours,"340 Concord Street, Charleston, SC 29482-9748",South Carolina,Charleston
The Wizard Of Oz Museum And Van Gogh,4.9,"1,414",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/95/51/bd/entrance-to-the-wizard.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g34117-d23751000-Reviews-The_Wizard_Of_Oz_Museum_And_Van_Gogh-Cape_Canaveral_Brevard_County_Florida.html,"About Travellers' Choice 2025 Just minutes from Cocoa Beach, this ★4.9-rated indoor museum features 3,000+ Wizard of Oz artifacts plus immersive Van Gogh & Universe rooms—one of the top family attractions near Port Canaveral. Explore Judy Garland movie memorabilia, first-edition Oz books, and rare props like Dorothy’s dress, a Winkie Guard spear, and ruby slippers from Disney’s Great Movie Ride. The museum also celebrates modern Oz culture, from The Wiz to Wicked. Fully air-conditioned, open daily 9 a.m.–5 p.m., and easy to reach from Cocoa Beach, Kennedy Space Center, and the cruise terminals. Perfect for families, art lovers, and cruise visitors looking for unforgettable things to do on Florida’s Space Coast.  Duration: 1-2 hours 5 of 5 bubbles Sept 2025 Best things to do in cocoa beach Following the yellow brick road to the wizard of oz museum! By Leslie A  5 of 5 bubbles Jul 2025 Great little stop! Such a cute museum, with great artifacts and memorabilia related to the movie and an immersive experience at the end... By Cynthia R  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 9:00 AM - 5:00 PM Wednesday 9:00 AM - 5:00 PM Thursday 9:00 AM - 5:00 PM Friday 9:00 AM - 5:00 PM Saturday 9:00 AM - 5:00 PM Sunday 9:00 AM - 5:00 PM Monday 9:00 AM - 5:00 PM Tuesday 9:00 AM - 5:00 PM Suggest edits to improve what we show. Improve this listing About Travellers' Choice 2025 Just minutes from Cocoa Beach, this ★4.9-rated indoor museum features 3,000+ Wizard of Oz artifacts plus immersive Van Gogh & Universe rooms—one of the top family attractions near Port Canaveral. Explore Judy Garland movie memorabilia, first-edition Oz books, and rare props like Dorothy’s dress, a Winkie Guard spear, and ruby slippers from Disney’s Great Movie Ride. The museum also celebrates modern Oz culture, from The Wiz to Wicked. Fully air-conditioned, open daily 9 a.m.–5 p.m., and easy to reach from Cocoa Beach, Kennedy Space Center, and the cruise terminals. Perfect for families, art lovers, and cruise visitors looking for unforgettable things to do on Florida’s Space Coast.  Duration: 1-2 hours 5 of 5 bubbles Sept 2025 Best things to do in cocoa beach Following the yellow brick road to the wizard of oz museum! By Leslie A  5 of 5 bubbles Jul 2025 Great little stop! Such a cute museum, with great artifacts and memorabilia related to the movie and an immersive experience at the end... By Cynthia R  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options Hours Closed now Wednesday 9:00 AM - 5:00 PM",1-2 hours,"7099 N.Atlantic Ave Near NASA Kennedy Space Center, Cape Canaveral, FL 32920-2683",Florida,Cape Canaveral
Middleton Place,4.5,"4,440",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/21/e4/e1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g54171-d144683-Reviews-Middleton_Place-Charleston_South_Carolina.html,"About Travellers' Choice 2025 Middleton Place National Historic Landmark is home to America’s oldest and most important landscaped gardens. Began in 1741, the historic site today encompasses 110 acres including the Gardens, House Museum, Stableyards, and Eliza’s House. Together they tell the inclusive history of all who lived, worked, and died here. The stories of the Middleton family including two Founding Fathers and generations of enslaved people are interwoven throughout the property. Visitors have opportunities to experience those stories with both guided or self-guided tours.  Meets animal welfare guidelines 5 of 5 bubbles Jul 2025 Wonderful visit and delicious meal! My group and I learned a great deal and enjoyed the beautiful grounds at Middleton Place. By Alyssa C  5 of 5 bubbles Nov 2024 Lots to see, many presentations, great gardens tour. Worth the time. We also attended a presentation at Eliza's House , a structure that was built post-Civil War for a former enslaved wom... By PhilosophicalOldGuy  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 9:00 AM - 5:00 PM Wednesday 9:00 AM - 5:00 PM Thursday 9:00 AM - 5:00 PM Friday 9:00 AM - 5:00 PM Saturday 9:00 AM - 5:00 PM Sunday 9:00 AM - 5:00 PM Monday 9:00 AM - 5:00 PM Tuesday 9:00 AM - 5:00 PM Suggest edits to improve what we show. About Travellers' Choice 2025 Middleton Place National Historic Landmark is home to America’s oldest and most important landscaped gardens. Began in 1741, the historic site today encompasses 110 acres including the Gardens, House Museum, Stableyards, and Eliza’s House. Together they tell the inclusive history of all who lived, worked, and died here. The stories of the Middleton family including two Founding Fathers and generations of enslaved people are interwoven throughout the property. Visitors have opportunities to experience those stories with both guided or self-guided tours.  Meets animal welfare guidelines 5 of 5 bubbles Jul 2025 Wonderful visit and delicious meal! My group and I learned a great deal and enjoyed the beautiful grounds at Middleton Place. By Alyssa C  5 of 5 bubbles Nov 2024 Lots to see, many presentations, great gardens tour. Worth the time. We also attended a presentation at Eliza's House , a structure that was built post-Civil War for a former enslaved wom... By PhilosophicalOldGuy  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Tours & experiences Explore different ways to experience this place. See options Hours Closed now Wednesday 9:00 AM - 5:00 PM",5h,"4300 Ashley River Road, Charleston, SC 29414-7206",South Carolina,Charleston
Sabino Canyon Recreation Area,4.7,"4,915",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/80/21/4f/the-falls.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g60950-d209268-Reviews-Sabino_Canyon_Recreation_Area-Tucson_Arizona.html,"About Travellers' Choice 2025 Located in the Catalina Mountains and part of the Coronado National Forest, this beautiful canyon offers outdoor recreation including hiking, swimming, biking and picnicking. For an overview of the area, take the narrated shuttle bus tour.  5 of 5 bubbles Apr 2025 Fabulous Views There are plenty of hiking trails with great views and a bit of climbing as well as trails along the river. By ZenDark30  5 of 5 bubbles Jan 2025 Sabino canyon visit The canyon, visitor center and ride are excellent! By llaf615  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing About Travellers' Choice 2025 Located in the Catalina Mountains and part of the Coronado National Forest, this beautiful canyon offers outdoor recreation including hiking, swimming, biking and picnicking. For an overview of the area, take the narrated shuttle bus tour.  5 of 5 bubbles Apr 2025 Fabulous Views There are plenty of hiking trails with great views and a bit of climbing as well as trails along the river. By ZenDark30  5 of 5 bubbles Jan 2025 Sabino canyon visit The canyon, visitor center and ride are excellent! By llaf615  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options",3h,"5700 N Sabino Canyon Rd, Tucson, AZ 85750-0800",Arizona,Tucson
Nashville Parthenon,4.3,"4,959",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/c3/a0/ae/parthenon.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g55229-d106498-Reviews-Nashville_Parthenon-Nashville_Davidson_County_Tennessee.html,"About Travellers' Choice 2025 Standing as the centerpiece in Nashville's Centennial Park, the Parthenon is a full scale replica of the Parthenon in Athens, Greece. Come inside to see the 42-foot gilded sculpture of Athena, the permanent display of American paintings from the Cowan Collection, the history of the Nashville Parthenon dating back to the 1897 Tennessee Centennial Exposition, and a variety of temporary shows and exhibitions! The entrance is located on the ground level of the East side of the building.  5 of 5 bubbles Aug 2025 Impressive Museum and Exact Replica of Parthenon in Nashville Impressive Museum and Exact Replica of Parthenon in Nashville By Diana W  5 of 5 bubbles Oct 2024 A Wonderful Surprise in Nashville The towering statue of Athena is absolutely awe-inspiring and adds a sense of grandeur you don’t expect to find in Te... By dzhumachka  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 9:00 AM - 7:00 PM Wednesday 9:00 AM - 7:00 PM Thursday 9:00 AM - 7:00 PM Friday 9:00 AM - 4:30 PM Saturday 9:00 AM - 4:30 PM Sunday 12:30 PM - 4:30 PM Monday 9:00 AM - 7:00 PM Tuesday 9:00 AM - 7:00 PM Suggest edits to improve what we show. Improve this listing About Travellers' Choice 2025 Standing as the centerpiece in Nashville's Centennial Park, the Parthenon is a full scale replica of the Parthenon in Athens, Greece. Come inside to see the 42-foot gilded sculpture of Athena, the permanent display of American paintings from the Cowan Collection, the history of the Nashville Parthenon dating back to the 1897 Tennessee Centennial Exposition, and a variety of temporary shows and exhibitions! The entrance is located on the ground level of the East side of the building.  5 of 5 bubbles Aug 2025 Impressive Museum and Exact Replica of Parthenon in Nashville Impressive Museum and Exact Replica of Parthenon in Nashville By Diana W  5 of 5 bubbles Oct 2024 A Wonderful Surprise in Nashville The towering statue of Athena is absolutely awe-inspiring and adds a sense of grandeur you don’t expect to find in Te... By dzhumachka  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options Hours Closed now Wednesday 9:00 AM - 7:00 PM",1h 30m,"2600 W End Ave Centennial Park, Nashville, TN 37203",Tennessee,Nashville
Maymont,4.7,"2,108",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/3b/00/0a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g60893-d258006-Reviews-Maymont-Richmond_Virginia.html,"About Maymont is a 100-acre American estate, an extraordinary gift given to the community by James and Sallie Dooley who lived there from 1893 to 1925. Whether strolling in the gardens, touring the mansion, watching a river otter at play, or petting a goat, there is something for everyone to enjoy.  Duration: 1-2 hours Meets animal welfare guidelines 5 of 5 bubbles Sept 2025 Very Nice My family and I were visiting Richmond and decided to visit here since the weather was so nice. By nickagee  5 of 5 bubbles May 2025 Go for the Japanese Gardens! Gorgeous grounds, especially the Japanese Garden . By LuAnn O  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 10:00 AM - 7:00 PM Wednesday 10:00 AM - 7:00 PM Thursday 10:00 AM - 7:00 PM Friday 10:00 AM - 7:00 PM Saturday 10:00 AM - 7:00 PM Sunday 10:00 AM - 7:00 PM Monday 10:00 AM - 7:00 PM Tuesday 10:00 AM - 7:00 PM Suggest edits to improve what we show. Improve this listing About Maymont is a 100-acre American estate, an extraordinary gift given to the community by James and Sallie Dooley who lived there from 1893 to 1925. Whether strolling in the gardens, touring the mansion, watching a river otter at play, or petting a goat, there is something for everyone to enjoy.  Duration: 1-2 hours Meets animal welfare guidelines 5 of 5 bubbles Sept 2025 Very Nice My family and I were visiting Richmond and decided to visit here since the weather was so nice. By nickagee  5 of 5 bubbles May 2025 Go for the Japanese Gardens! Gorgeous grounds, especially the Japanese Garden . By LuAnn O  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options Hours Closed now Wednesday 10:00 AM - 7:00 PM",1-2 hours,"1700 Hampton St, Richmond, VA 23220-6899",Virginia,Richmond
The Mount Washington Cog Railway,4.4,"2,332",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/f6/2c/5a/mount-washington-cog.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g46031-d116318-Reviews-The_Mount_Washington_Cog_Railway-Bretton_Woods_New_Hampshire.html,"About Travellers' Choice 2025 Climb to the top of Mount Washington on the world's first mountain-climbing Cog Railway trains!  Duration: More than 3 hours 5 of 5 bubbles Jul 2025 Bring cash for postcard mailing ... you can buy the postcard and stamp all at once, and just drop it off at the post office for Mt Washington mailing. By SweetTooth777  5 of 5 bubbles Oct 2024 On a clear day... My wife and I debated whether to ride the Mount Washington Cog Railway after reading some of the reviews. By kekenkel  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 7:00 AM - 5:00 PM Wednesday 7:00 AM - 5:00 PM Thursday 7:00 AM - 5:00 PM Friday 7:00 AM - 5:00 PM Saturday 7:00 AM - 5:00 PM Sunday 7:00 AM - 5:00 PM Monday 7:00 AM - 5:00 PM Tuesday 7:00 AM - 5:00 PM Suggest edits to improve what we show. Improve this listing About Travellers' Choice 2025 Climb to the top of Mount Washington on the world's first mountain-climbing Cog Railway trains!  Duration: More than 3 hours 5 of 5 bubbles Jul 2025 Bring cash for postcard mailing ... you can buy the postcard and stamp all at once, and just drop it off at the post office for Mt Washington mailing. By SweetTooth777  5 of 5 bubbles Oct 2024 On a clear day... My wife and I debated whether to ride the Mount Washington Cog Railway after reading some of the reviews. By kekenkel  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Hours Closed now Wednesday 7:00 AM - 5:00 PM",More than 3 hours,"3168 Base Station Rd, Bretton Woods, NH 03589-4098",New Hampshire,Bretton Woods
Mystic Seaport Museum,4.5,"3,572",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/1d/f7/55/photo0jpg.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g33845-d104984-Reviews-Mystic_Seaport_Museum-Mystic_Mystic_Country_Connecticut.html,"About Travellers' Choice 2025 Mystic Seaport located in Mystic, Connecticut is the largest martime museum in the United States. Most notable for its collection of maritime artifacts, the museum maintains the worlds last whaling ship: the Charles W. Morgan. Guests can explore a 19th Century Village, visit the Henry B. DuPont shipyard- renown for restoring historical ships, and get out on the water for their very own maritime adventure.  Duration: 2-3 hours 5 of 5 bubbles Sept 2025 A Step Back in Time We also did a self-guided tour of the Charles W. Morgan whaling ship . By Mimivfl73  5 of 5 bubbles Aug 2025 A wonderful experience for all ages, families, couples, anyone! A wonderful experience for all ages , families, couples, anyone! By Vivian L  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 10:00 AM - 5:00 PM Wednesday 10:00 AM - 5:00 PM Thursday 10:00 AM - 5:00 PM Friday 10:00 AM - 5:00 PM Saturday 10:00 AM - 5:00 PM Sunday 10:00 AM - 5:00 PM Monday 10:00 AM - 5:00 PM Tuesday 10:00 AM - 5:00 PM Suggest edits to improve what we show. Improve this listing About Travellers' Choice 2025 Mystic Seaport located in Mystic, Connecticut is the largest martime museum in the United States. Most notable for its collection of maritime artifacts, the museum maintains the worlds last whaling ship: the Charles W. Morgan. Guests can explore a 19th Century Village, visit the Henry B. DuPont shipyard- renown for restoring historical ships, and get out on the water for their very own maritime adventure.  Duration: 2-3 hours 5 of 5 bubbles Sept 2025 A Step Back in Time We also did a self-guided tour of the Charles W. Morgan whaling ship . By Mimivfl73  5 of 5 bubbles Aug 2025 A wonderful experience for all ages, families, couples, anyone! A wonderful experience for all ages , families, couples, anyone! By Vivian L  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Admission tickets From ₹2,886 See tickets Hours Closed now Wednesday 10:00 AM - 5:00 PM",2-3 hours,"75 Greenmanville Ave, Mystic, CT 06355-1946",Connecticut,Mystic
Garvan Woodland Gardens,4.7,"2,812",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f5/6a/b8/garden-of-the-pine-wind.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g60856-d573027-Reviews-Garvan_Woodland_Gardens-Hot_Springs_Arkansas.html,"About Travellers' Choice 2025 Open to the public hours 10 a.m. to 6 p.m. daily. Admission payments by CREDIT CARD or EXACT CASH only. Garvan Woodland Gardens is the 210 acre botanical garden of the University of Arkansas, located in Hot Springs, Arkansas on beautiful Lake Hamilton.  Duration: 2-3 hours 5 of 5 bubbles Jul 2025 Highly recommend the golf cart tour and Scavenger hunt/ Bingo Highly recommend the golf cart tour and Scavenger hunt/ Bingo By Melissa M  5 of 5 bubbles Jul 2024 Tranquil garden near Hot Springs St. Anthony chapel is in the garden; a place of beauty and tranquility. By Dean-Traveller  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 10:00 AM - 6:00 PM Wednesday 10:00 AM - 6:00 PM Thursday 10:00 AM - 6:00 PM Friday 10:00 AM - 6:00 PM Saturday 10:00 AM - 6:00 PM Sunday 10:00 AM - 6:00 PM Monday 10:00 AM - 6:00 PM Tuesday 10:00 AM - 6:00 PM Suggest edits to improve what we show. Improve this listing About Travellers' Choice 2025 Open to the public hours 10 a.m. to 6 p.m. daily. Admission payments by CREDIT CARD or EXACT CASH only. Garvan Woodland Gardens is the 210 acre botanical garden of the University of Arkansas, located in Hot Springs, Arkansas on beautiful Lake Hamilton.  Duration: 2-3 hours 5 of 5 bubbles Jul 2025 Highly recommend the golf cart tour and Scavenger hunt/ Bingo Highly recommend the golf cart tour and Scavenger hunt/ Bingo By Melissa M  5 of 5 bubbles Jul 2024 Tranquil garden near Hot Springs St. Anthony chapel is in the garden; a place of beauty and tranquility. By Dean-Traveller  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Hours Closed now Wednesday 10:00 AM - 6:00 PM",2-3 hours,"550 Arkridge Rd, Hot Springs, AR 71913-8729",Arkansas,Hot Springs
The Living Desert Zoo and Gardens,4.6,"3,187",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/21/ba/ea/giraffe-savanna.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g32846-d144483-Reviews-The_Living_Desert_Zoo_and_Gardens-Palm_Desert_Greater_Palm_Springs_California.html,"About Travellers' Choice 2025 The Living Desert Zoo and Gardens is a nonprofit, accredited member of the Association of Zoos and Aquariums, ensuring the highest standards of all aspects of animal care, education, conservation, public service, and operations. The Zoo is active in conservation research, habitat protection, breeding programs and education initiatives around the world, as well as in its own community. The Zoo has been a top attraction in the Palm Springs area for nearly 50 years. The Living Desert is located at 47900 Portola Ave, Palm Desert, CA 92260. Please note, all non-member tickets to The Living Desert Zoo and Gardens must be pre-purchased online or at the self-service kiosks near the Zoo entrance.  Duration: More than 3 hours Meets animal welfare guidelines 5 of 5 bubbles May 2025 Fun for All Ages The new water area is perfect for kids of all ages . By Sue C.  5 of 5 bubbles Apr 2025 The Living Desert is more than a zoo with hiking trails and botanical gardens The Living Desert is more than a zoo with hiking trails and botanical gardens By Sherry M  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 8:00 AM - 5:00 PM Wednesday 8:00 AM - 5:00 PM Thursday 8:00 AM - 5:00 PM Friday 8:00 AM - 5:00 PM Saturday 8:00 AM - 5:00 PM Sunday 8:00 AM - 5:00 PM Monday 8:00 AM - 5:00 PM Tuesday 8:00 AM - 5:00 PM Suggest edits to improve what we show. About Travellers' Choice 2025 The Living Desert Zoo and Gardens is a nonprofit, accredited member of the Association of Zoos and Aquariums, ensuring the highest standards of all aspects of animal care, education, conservation, public service, and operations. The Zoo is active in conservation research, habitat protection, breeding programs and education initiatives around the world, as well as in its own community. The Zoo has been a top attraction in the Palm Springs area for nearly 50 years. The Living Desert is located at 47900 Portola Ave, Palm Desert, CA 92260. Please note, all non-member tickets to The Living Desert Zoo and Gardens must be pre-purchased online or at the self-service kiosks near the Zoo entrance.  Duration: More than 3 hours Meets animal welfare guidelines 5 of 5 bubbles May 2025 Fun for All Ages The new water area is perfect for kids of all ages . By Sue C.  5 of 5 bubbles Apr 2025 The Living Desert is more than a zoo with hiking trails and botanical gardens The Living Desert is more than a zoo with hiking trails and botanical gardens By Sherry M  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Hours Closed now Wednesday 8:00 AM - 5:00 PM",More than 3 hours,"47900 Portola Ave, Palm Desert, Greater Palm Springs, CA 92260-6156",California,Greater Palm Springs
